200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
200,200,200,200,200,200,200,201,201,201,201,201,0,0,0,0,0,196,196,196,196,196,196,201,201,201,201,201,201,201,201,201,201,0,0,0,0,0,0,201,201,201,201,201,201,201,201,201,201,201,163,163,163,163,163,71,71,71,71,71,71,200,200,200,200,200,201,201,201,201,201,30,30,30,30,30,30,42,42,42,42,42,201,201,201,201,201,201,200,200,200,200,200,5,5,5,5,5,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,32,32,32,32,32,201,201,201,201,201,200,200,200,200,200,200,129,129,129,129,129,54,54,54,54,54,54,201,201,201,201,201,201,201,201,201,201,191,191,191,191,191,191,29,29,29,29,29,201,201,201,201,201
0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835
100,100,100,100,100,100,100,100,100,100,100,300821,300821,300821,300821,300821,300821,300821,300821,300821,300821,300821,172350,172350,172350,172350,172350,172350,172350,172350,172350,172350,172350,116863,116863,116863,116863,116863,116863,116863,116863,116863,116863,85953,85953,85953,85953,85953,85953,85953,85953,85953,85953,85953,70447,70447,70447,70447,70447,70447,70447,70447,70447,70447,70447,59037,59037,59037,59037,59037,59037,59037,59037,59037,59037,59037,49761,49761,49761,49761,49761,49761,49761,49761,49761,49761,49761,43710,43710,43710,43710,43710,43710,43710,43710,43710,43710,43710,39332,39332,39332,39332,39332,39332,39332,39332,39332,39332,35993,35993,35993,35993,35993,35993,35993,35993,35993,35993,35993,32828,32828,32828,32828,32828,32828,32828,32828,32828,32828,32828,29804,29804,29804,29804,29804,29804,29804,29804,29804,29804,29804,27192,27192,27192,27192,27192,27192,27192,27192,27192,27192,27192,25713,25713,25713,25713,25713,25713,25713,25713,25713,25713,23880,23880,23880,23880,23880,23880
25,25,25,25,25,25,25,25,25,25,25,50,50,50,50,50,50,50,50,50,50,50,85,85,85,85,85,85,85,85,85,85,85,113,113,113,113,113,113,113,113,113,113,136,136,136,136,136,136,136,136,136,136,136,149,149,149,149,149,149,149,149,149,149,149,161,161,161,161,161,161,161,161,161,161,161,171,171,171,171,171,171,171,171,171,171,171,178,178,178,178,178,178,178,178,178,178,178,184,184,184,184,184,184,184,184,184,184,188,188,188,188,188,188,188,188,188,188,188,192,192,192,192,192,192,192,192,192,192,192,197,197,197,197,197,197,197,197,197,197,197,200,200,200,200,200,200,200,200,200,200,200,202,202,202,202,202,202,202,202,202,202,205,205,205,205,205,205
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
